judul_film,rating,title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,Rating
The Rookie,3.287974683544304,The Rookie,Action,Comedy,Thriller,,,,,,2
The Rose Tattoo,3.9,The Rose Tattoo,Drama,Romance,,,,,,,2
The Royal Tenenbaums,3.673188405797101,The Royal Tenenbaums,Comedy,Drama,,,,,,,2
The Rugrats Movie,2.6379310344827585,The Rugrats Movie,Animation,Children,Comedy,,,,,,2
The Ruins,2.5217391304347827,The Ruins,Horror,Thriller,,,,,,,2
The Rules of Attraction,3.284782608695652,The Rules of Attraction,Comedy,Drama,Romance,Thriller,,,,,2
The Rules of Attraction,3.284782608695652,The Rules of Attraction,Drama,Romance,Thriller,,,,,,2
The Ruling Class,3.980769230769231,The Ruling Class,Comedy,Drama,,,,,,,2
The Run of the Country,3.333333333333333,The Run of the Country,Drama,,,,,,,,2
The Rundown,3.352713178294574,The Rundown,Action,Adventure,Comedy,,,,,,2
The Running Man,3.0446153846153847,The Running Man,Action,Adventure,Sci-Fi,,,,,,2
The Russia House,3.182926829268293,The Russia House,Drama,Thriller,,,,,,,2
The Russians Are Coming the Russians Are Coming,3.5,The Russians Are Coming the Russians Are Coming,Comedy,War,,,,,,,2
The Saddest Music in the World,3.4761904761904763,The Saddest Music in the World,Comedy,Drama,Fantasy,Musical,Romance,,,,2
The Sadness of Sex,2.0,The Sadness of Sex,Drama,,,,,,,,2
The Safety of Objects,3.678571428571429,The Safety of Objects,Drama,,,,,,,,2
The Saint,3.073667711598746,The Saint,Action,Romance,Thriller,,,,,,2
The Saint of Fort Washington,3.5,The Saint of Fort Washington,Drama,,,,,,,,2
The Salton Sea,3.6607142857142856,The Salton Sea,Crime,Drama,Thriller,,,,,,2
The Same River Twice,3.0,The Same River Twice,Documentary,,,,,,,,2
The Sand Pebbles,3.804347826086957,The Sand Pebbles,Drama,Romance,War,,,,,,2
The Sandlot,3.627717391304348,The Sandlot,Comedy,Drama,,,,,,,2
The Sandpiper,2.5,The Sandpiper,Drama,Romance,,,,,,,2
The Santa Clause 2,2.588709677419355,The Santa Clause 2,Children,Comedy,Fantasy,Romance,,,,,2
The Santa Clause 3: The Escape Clause,2.5,The Santa Clause 3: The Escape Clause,Comedy,Fantasy,,,,,,,2
The Saphead,2.5,The Saphead,Comedy,,,,,,,,2
The Satanic Rites of Dracula,3.083333333333333,The Satanic Rites of Dracula,Horror,,,,,,,,2
The Savages,3.7142857142857135,The Savages,Comedy,Drama,,,,,,,2
The Scarlet Empress,3.875,The Scarlet Empress,Drama,,,,,,,,2
The Scarlet Letter,2.466666666666667,The Scarlet Letter,Drama,Romance,,,,,,,2
The Scarlet Letter,2.466666666666667,The Scarlet Letter,Drama,,,,,,,,2
The Scarlet and the Black,4.166666666666667,The Scarlet and the Black,Drama,War,,,,,,,2
The School of Rock,3.4318535825545173,The School of Rock,Comedy,Musical,,,,,,,2
The School of Rock,3.4318535825545173,The School of Rock,Documentary,,,,,,,,2
The Score,3.490808823529412,The Score,Action,Drama,,,,,,,2
The Scorpion King,2.529126213592233,The Scorpion King,Action,Adventure,,,,,,,2
The Sea Hawk,3.736842105263158,The Sea Hawk,Action,Adventure,Romance,,,,,,2
The Sea Wolves,3.583333333333333,The Sea Wolves,Action,War,,,,,,,2
The Search for One-eye Jimmy,3.6666666666666665,The Search for One-eye Jimmy,Comedy,,,,,,,,2
The Searchers,3.850877192982456,The Searchers,Drama,Western,,,,,,,2
The Second Jungle Book: Mowgli & Baloo,1.6666666666666667,The Second Jungle Book: Mowgli & Baloo,Adventure,Children,,,,,,,2
The Secret Adventures of Tom Thumb,4.0625,The Secret Adventures of Tom Thumb,Adventure,Animation,,,,,,,2
The Secret Garden,3.4783783783783786,The Secret Garden,Children,Drama,,,,,,,2
The Secret Life of Bees,3.0,The Secret Life of Bees,Drama,,,,,,,,2
The Secret Life of Girls,4.0,The Secret Life of Girls,Comedy,,,,,,,,2
The Secret Life of Walter Mitty,3.9,The Secret Life of Walter Mitty,Comedy,Fantasy,Romance,,,,,,2
The Secret Life of Words,3.8125,The Secret Life of Words,Drama,Romance,,,,,,,2
The Secret Lives of Dentists,3.2241379310344827,The Secret Lives of Dentists,Drama,,,,,,,,2
The Secret Policeman's Other Ball,3.7222222222222223,The Secret Policeman's Other Ball,Comedy,Documentary,Musical,,,,,,2
The Secret of My Succe$s,3.037735849056604,The Secret of My Succe$s,Comedy,Romance,,,,,,,2
The Secret of NIMH,3.6885245901639343,The Secret of NIMH,Adventure,Animation,Children,Drama,,,,,2
The Secret of Roan Inish,3.8369565217391295,The Secret of Roan Inish,Children,Drama,Fantasy,Mystery,,,,,2
The Seeker: The Dark Is Rising,3.0,The Seeker: The Dark Is Rising,Action,Adventure,Drama,Fantasy,,,,,2
The Sentinel,3.1674107142857144,The Sentinel,Horror,,,,,,,,2
The Sentinel,3.1674107142857144,The Sentinel,Crime,Drama,Thriller,,,,,,2
The Serpent and the Rainbow,3.125,The Serpent and the Rainbow,Horror,,,,,,,,2
The Serpent's Egg,3.3,The Serpent's Egg,Drama,Thriller,,,,,,,2
The Servant,3.892857142857143,The Servant,Drama,,,,,,,,2
The Set-Up,3.6176470588235294,The Set-Up,Drama,Film-Noir,Romance,,,,,,2
The Seven Year Itch,3.6601941747572817,The Seven Year Itch,Comedy,,,,,,,,2
The Seventh Sign,2.992537313432836,The Seventh Sign,Drama,Fantasy,Thriller,,,,,,2
The Seventh Victim,3.4,The Seventh Victim,Drama,Horror,Mystery,,,,,,2
The Shaggy D.A.,2.913793103448276,The Shaggy D.A.,Children,Comedy,,,,,,,2
The Shaggy Dog,2.65,The Shaggy Dog,Children,Comedy,,,,,,,2
The Shaggy Dog,2.65,The Shaggy Dog,Adventure,Children,Comedy,Fantasy,,,,,2
The Shakiest Gun in the West,3.1666666666666665,The Shakiest Gun in the West,Comedy,Western,,,,,,,2
The Shape of Things,3.565217391304348,The Shape of Things,Drama,,,,,,,,2
The Shawshank Redemption,4.365371269951423,The Shawshank Redemption,Drama,,,,,,,,2
The Sheltering Sky,3.129032258064516,The Sheltering Sky,Drama,,,,,,,,2
The Shining,3.979099678456592,The Shining,Horror,Thriller,,,,,,,2
The Shipping News,3.4339622641509435,The Shipping News,Drama,,,,,,,,2
The Shoes of the Fisherman,3.625,The Shoes of the Fisherman,Drama,,,,,,,,2
The Shootist,3.8333333333333335,The Shootist,Drama,Western,,,,,,,2
The Shop Around the Corner,3.9696969696969697,The Shop Around the Corner,Comedy,Drama,Romance,,,,,,2
The Shrimp on the Barbie,2.5,The Shrimp on the Barbie,Comedy,,,,,,,,2
The Sicilian,3.0,The Sicilian,Crime,Drama,,,,,,,2
The Siege,3.0296296296296297,The Siege,Action,Thriller,,,,,,,2
The Silence of the Lambs,4.051712089447938,The Silence of the Lambs,Crime,Horror,Thriller,,,,,,2
The Silencers,2.8,The Silencers,Action,Comedy,,,,,,,2
The Simpsons Movie,3.6186440677966094,The Simpsons Movie,Animation,Comedy,,,,,,,2
The Sin of Harold Diddlebock,3.0,The Sin of Harold Diddlebock,Comedy,,,,,,,,2
The Singing Detective,3.236842105263158,The Singing Detective,Comedy,Drama,Musical,Mystery,,,,,2
The Sisterhood of the Traveling Pants,3.283783783783784,The Sisterhood of the Traveling Pants,Adventure,Comedy,Drama,,,,,,2
The Sisterhood of the Traveling Pants 2,2.321428571428572,The Sisterhood of the Traveling Pants 2,Adventure,Comedy,Drama,Romance,,,,,2
The Sixth Man,2.0,The Sixth Man,Comedy,,,,,,,,2
The Sixth Sense,3.982078853046595,The Sixth Sense,Drama,Mystery,Thriller,,,,,,2
The Skeleton Key,3.2065217391304346,The Skeleton Key,Drama,Horror,Mystery,Thriller,,,,,2
The Skin Game,3.0,The Skin Game,Drama,,,,,,,,2
The Skulls,2.5921052631578947,The Skulls,Thriller,,,,,,,,2
The Slaughter Rule,3.142857142857143,The Slaughter Rule,Drama,,,,,,,,2
The Sleeping Dictionary,3.34375,The Sleeping Dictionary,Drama,Romance,,,,,,,2
The Sleepy Time Gal,3.0,The Sleepy Time Gal,Drama,,,,,,,,2
The Slipper and the Rose: The Story of Cinderella,3.7142857142857135,The Slipper and the Rose: The Story of Cinderella,Adventure,Musical,Romance,,,,,,2
The Slugger's Wife,2.5,The Slugger's Wife,Comedy,Romance,,,,,,,2
The Slumber Party Massacre,2.6153846153846154,The Slumber Party Massacre,Horror,,,,,,,,2
The Snake Pit,3.71875,The Snake Pit,Drama,,,,,,,,2
The Snapper,3.7586206896551726,The Snapper,Comedy,Drama,,,,,,,2
The Snow Walker,4.0,The Snow Walker,Adventure,Drama,,,,,,,2
The Snows of Kilimanjaro,3.0,The Snows of Kilimanjaro,Adventure,,,,,,,,2
The Solid Gold Cadillac,3.555555555555556,The Solid Gold Cadillac,Comedy,,,,,,,,2
The Son of Kong,2.75,The Son of Kong,Action,Adventure,Horror,,,,,,2
The Son of the Sheik,3.5,The Son of the Sheik,Adventure,Drama,,,,,,,2
The Song Remains the Same,3.3823529411764706,The Song Remains the Same,Documentary,Musical,,,,,,,2
The Song of Bernadette,3.9722222222222223,The Song of Bernadette,Drama,,,,,,,,2
The Sons of Katie Elder,3.4705882352941178,The Sons of Katie Elder,Western,,,,,,,,2
The Sound of Music,3.705938697318008,The Sound of Music,Musical,Romance,,,,,,,2
The Source,3.5,The Source,Documentary,,,,,,,,2
The Spaceman and King Arthur,2.333333333333333,The Spaceman and King Arthur,Adventure,Comedy,Fantasy,Sci-Fi,,,,,2
The Spanish Prisoner,3.727272727272727,The Spanish Prisoner,Crime,Drama,Mystery,Thriller,,,,,2
The Specialist,2.608108108108108,The Specialist,Action,Drama,Thriller,,,,,,2
The Specials,3.583333333333333,The Specials,Comedy,,,,,,,,2
The Spiderwick Chronicles,3.3508771929824563,The Spiderwick Chronicles,Adventure,Children,Drama,Fantasy,,,,,2
The Spiral Staircase,3.761904761904762,The Spiral Staircase,Thriller,,,,,,,,2
The Spirit,2.0,The Spirit,Action,Adventure,Romance,,,,,,2
The Spirit of '76,3.4,The Spirit of '76,Comedy,Sci-Fi,,,,,,,2
The Spitfire Grill,3.522727272727273,The Spitfire Grill,Drama,,,,,,,,2
The Spoilers,2.6666666666666665,The Spoilers,Action,Western,,,,,,,2
The SpongeBob SquarePants Movie,3.216049382716049,The SpongeBob SquarePants Movie,Adventure,Animation,Children,Comedy,,,,,2
The Spy Who Came in from the Cold,4.011363636363637,The Spy Who Came in from the Cold,Drama,Thriller,,,,,,,2
The Spy Who Loved Me,3.5239234449760763,The Spy Who Loved Me,Action,Adventure,Thriller,,,,,,2
The Squid and the Whale,3.786842105263158,The Squid and the Whale,Comedy,Drama,,,,,,,2
The St. Francisville Experiment,3.25,The St. Francisville Experiment,Horror,Thriller,,,,,,,2
The Stand,3.0,The Stand,Comedy,,,,,,,,2
The Star Chamber,3.25,The Star Chamber,Action,Crime,Drama,Thriller,,,,,2
The Stars Fell on Henrietta,3.5,The Stars Fell on Henrietta,Drama,,,,,,,,2
The Statement,2.8,The Statement,Horror,Thriller,,,,,,,2
The Station Agent,3.987762237762238,The Station Agent,Comedy,Drama,,,,,,,2
The Stepfather,2.9761904761904763,The Stepfather,Horror,Thriller,,,,,,,2
The Stepford Wives,2.8157370517928286,The Stepford Wives,Sci-Fi,Thriller,,,,,,,2
The Stepford Wives,2.8157370517928286,The Stepford Wives,Comedy,Drama,Thriller,,,,,,2
The Sticky Fingers of Time,3.625,The Sticky Fingers of Time,Sci-Fi,,,,,,,,2
The Sting,4.139,The Sting,Comedy,Crime,,,,,,,2
The Sting II,2.9285714285714284,The Sting II,Comedy,Crime,,,,,,,2
The Stone Angel,2.5,The Stone Angel,Drama,,,,,,,,2
The Stooge,3.5,The Stooge,Comedy,,,,,,,,2
The Story of Us,3.048387096774193,The Story of Us,Comedy,Drama,,,,,,,2
The Straight Story,3.922885572139304,The Straight Story,Adventure,Drama,,,,,,,2
The Strange Love of Martha Ivers,3.90625,The Strange Love of Martha Ivers,Drama,Film-Noir,,,,,,,2
The Strangers,3.253968253968254,The Strangers,Action,,,,,,,,2
The Strangers,3.253968253968254,The Strangers,Drama,Film-Noir,Thriller,,,,,,2
The Strangers,3.253968253968254,The Strangers,Horror,Thriller,,,,,,,2
The Stuff,3.2,The Stuff,Comedy,Horror,Mystery,Sci-Fi,,,,,2
The Stupids,2.193548387096774,The Stupids,Comedy,,,,,,,,2
The Substance of Fire,3.5,The Substance of Fire,Drama,,,,,,,,2
The Substitute,2.7857142857142856,The Substitute,Action,Crime,Drama,,,,,,2
The Suburbans,1.875,The Suburbans,Drama,,,,,,,,2
The Sugarland Express,3.32,The Sugarland Express,Drama,,,,,,,,2
The Sum of All Fears,3.1335740072202167,The Sum of All Fears,Drama,Thriller,,,,,,,2
The Sum of Us,3.9318181818181817,The Sum of Us,Comedy,Drama,,,,,,,2
The Sunchaser,3.0,The Sunchaser,Drama,,,,,,,,2
The Sunshine Boys,3.525,The Sunshine Boys,Comedy,,,,,,,,2
The Sure Thing,3.5549450549450547,The Sure Thing,Comedy,Romance,,,,,,,2
The Swan Princess,2.7222222222222223,The Swan Princess,Animation,Children,,,,,,,2
The Sweet Hereafter,4.044,The Sweet Hereafter,Drama,,,,,,,,2
The Sweetest Thing,2.467592592592593,The Sweetest Thing,Comedy,Romance,,,,,,,2
The Swimmer,3.9375,The Swimmer,Drama,,,,,,,,2
The Sword and the Sorcerer,2.772727272727273,The Sword and the Sorcerer,Action,Adventure,Fantasy,,,,,,2
The Sword in the Stone,3.5081521739130435,The Sword in the Stone,Animation,Children,Fantasy,Musical,,,,,2
The TV Set,3.388888888888889,The TV Set,Comedy,Drama,,,,,,,2
The Tailor of Panama,2.977272727272727,The Tailor of Panama,Drama,Thriller,,,,,,,2
The Taking of Pelham One Two Three,3.869230769230769,The Taking of Pelham One Two Three,Action,Crime,,,,,,,2
The Talented Mr. Ripley,3.528735632183908,The Talented Mr. Ripley,Drama,Mystery,Thriller,,,,,,2
The Talk of the Town,4.0,The Talk of the Town,Comedy,Romance,Thriller,,,,,,2
The Tall Guy,3.388888888888889,The Tall Guy,Comedy,Romance,,,,,,,2
The Taming of the Shrew,3.513888888888889,The Taming of the Shrew,Comedy,,,,,,,,2
The Tango Lesson,3.725,The Tango Lesson,Romance,,,,,,,,2
The Tao of Steve,3.5730337078651684,The Tao of Steve,Comedy,,,,,,,,2
The Telephone,1.7,The Telephone,Comedy,,,,,,,,2
The Temp,2.409090909090909,The Temp,Drama,Thriller,,,,,,,2
The Tempest,3.5625,The Tempest,Comedy,Drama,,,,,,,2
The Ten Commandments,3.5789473684210527,The Ten Commandments,Romance,,,,,,,,2
The Ten Commandments,3.5789473684210527,The Ten Commandments,Adventure,Drama,,,,,,,2
The Terminal,3.5269709543568464,The Terminal,Comedy,Drama,Romance,War,,,,,2
The Texas Chain Saw Massacre,3.1875,The Texas Chain Saw Massacre,Comedy,,,,,,,,2
The Texas Chainsaw Massacre,2.9211822660098523,The Texas Chainsaw Massacre,Horror,,,,,,,,2
The Texas Chainsaw Massacre,2.9211822660098523,The Texas Chainsaw Massacre,Horror,,,,,,,,2
The Texas Chainsaw Massacre 2,2.34,The Texas Chainsaw Massacre 2,Horror,,,,,,,,2
The Texas Chainsaw Massacre: The Beginning,2.433333333333333,The Texas Chainsaw Massacre: The Beginning,Horror,Thriller,,,,,,,2
The Theory of Flight,3.055555555555556,The Theory of Flight,Comedy,Drama,Romance,,,,,,2
The Thief of Bagdad,3.765625,The Thief of Bagdad,Crime,Drama,Thriller,,,,,,2
The Thief of Bagdad,3.765625,The Thief of Bagdad,Adventure,Fantasy,,,,,,,2
The Thief of Bagdad,3.765625,The Thief of Bagdad,Action,Adventure,Fantasy,,,,,,2
The Thin Blue Line,4.025,The Thin Blue Line,Documentary,,,,,,,,2
The Thin Blue Line,4.025,The Thin Blue Line,Drama,,,,,,,,2
The Thin Man,4.154166666666667,The Thin Man,Comedy,Mystery,,,,,,,2
The Thin Man Goes Home,3.739130434782609,The Thin Man Goes Home,Comedy,Crime,Mystery,,,,,,2
The Thin Red Line,3.501497005988024,The Thin Red Line,Action,Drama,War,,,,,,2
The Thing,3.807462686567164,The Thing,Action,Horror,Sci-Fi,Thriller,,,,,2
The Thing About My Folks,2.9,The Thing About My Folks,Comedy,,,,,,,,2
The Thing Called Love,3.4285714285714284,The Thing Called Love,Comedy,Drama,Romance,,,,,,2
The Thing from Another World,3.7625,The Thing from Another World,Horror,Sci-Fi,,,,,,,2
The Thing with Two Heads,2.0,The Thing with Two Heads,Comedy,Horror,Sci-Fi,,,,,,2
The Third Man,4.171370967741935,The Third Man,Film-Noir,Mystery,Thriller,,,,,,2
The Third Miracle,3.289473684210526,The Third Miracle,Drama,,,,,,,,2
The Thirteenth Floor,3.3430232558139537,The Thirteenth Floor,Drama,Horror,Sci-Fi,Thriller,,,,,2
The Thomas Crown Affair,3.4280538302277432,The Thomas Crown Affair,Action,Mystery,,,,,,,2
The Thomas Crown Affair,3.4280538302277432,The Thomas Crown Affair,Crime,Drama,Romance,Thriller,,,,,2
The Three Burials of Melquiades Estrada,3.6910569105691056,The Three Burials of Melquiades Estrada,Action,Adventure,Crime,Drama,Western,,,,2
The Three Caballeros,3.2058823529411766,The Three Caballeros,Animation,Children,Musical,,,,,,2
The Three Faces of Eve,3.779411764705882,The Three Faces of Eve,Drama,,,,,,,,2
The Three Lives of Thomasina,2.875,The Three Lives of Thomasina,Children,Drama,,,,,,,2
The Three Musketeers,3.1684782608695654,The Three Musketeers,Action,Adventure,Comedy,,,,,,2
The Three Musketeers,3.1684782608695654,The Three Musketeers,Action,Adventure,Drama,Romance,,,,,2
The Three Musketeers,3.1684782608695654,The Three Musketeers,Action,Adventure,Drama,Romance,,,,,2
The Three Musketeers,3.1684782608695654,The Three Musketeers,Action,Adventure,Comedy,,,,,,2
The Three Stooges Meet Hercules,2.1666666666666665,The Three Stooges Meet Hercules,Comedy,Fantasy,,,,,,,2
The Three Stooges in Orbit,2.375,The Three Stooges in Orbit,Comedy,Sci-Fi,,,,,,,2
The Thrill of It All,3.6666666666666665,The Thrill of It All,Comedy,,,,,,,,2
The Tic Code,2.6666666666666665,The Tic Code,Drama,,,,,,,,2
The Tie That Binds,2.1666666666666665,The Tie That Binds,Thriller,,,,,,,,2
The Tigger Movie,2.6555555555555554,The Tigger Movie,Animation,Children,,,,,,,2
The Time Machine,3.065,The Time Machine,Comedy,Horror,,,,,,,2
The Time Machine,3.065,The Time Machine,Action,Adventure,Sci-Fi,,,,,,2
The Time Machine,3.065,The Time Machine,Action,Adventure,Sci-Fi,,,,,,2
The Time Traveler's Wife,3.5,The Time Traveler's Wife,Comedy,Drama,,,,,,,2
The Time Traveler's Wife,3.5,The Time Traveler's Wife,Drama,,,,,,,,2
The Time of Your Life,3.75,The Time of Your Life,Comedy,Drama,,,,,,,2
The Times of Harvey Milk,3.85,The Times of Harvey Milk,Documentary,,,,,,,,2
The Tin Star,3.125,The Tin Star,Western,,,,,,,,2
The Tingler,3.071428571428572,The Tingler,Horror,,,,,,,,2
The Tomb of Ligeia,3.5,The Tomb of Ligeia,Horror,,,,,,,,2
The Towering Inferno,3.0123456790123457,The Towering Inferno,Action,Adventure,Drama,Thriller,,,,,2
The Toxic Avenger,2.9,The Toxic Avenger,Comedy,Horror,,,,,,,2
The Toxic Avenger Part II,2.727272727272727,The Toxic Avenger Part II,Comedy,Horror,,,,,,,2
The Toxic Avenger Part III: The Last Temptation of Toxie,1.6666666666666667,The Toxic Avenger Part III: The Last Temptation of Toxie,Comedy,Horror,,,,,,,2
The Tragedy of Macbeth,3.657142857142857,The Tragedy of Macbeth,Drama,,,,,,,,2
The Transporter,3.1254980079681274,The Transporter,Action,Crime,,,,,,,2
The Treasure of the Sierra Madre,4.094086021505376,The Treasure of the Sierra Madre,Action,Adventure,Drama,Western,,,,,2
The Trials of Henry Kissinger,3.7,The Trials of Henry Kissinger,Documentary,,,,,,,,2
The Trigger Effect,2.84,The Trigger Effect,Drama,Thriller,,,,,,,2
The Trip to Bountiful,3.68,The Trip to Bountiful,Drama,,,,,,,,2
The Triumph of Love,3.05,The Triumph of Love,Comedy,,,,,,,,2
The Trojan Women,3.5,The Trojan Women,Drama,,,,,,,,2
The Trollenberg Terror,2.888888888888889,The Trollenberg Terror,Horror,Sci-Fi,,,,,,,2
The Trouble with Angels,3.5,The Trouble with Angels,Comedy,,,,,,,,2
The Trouble with Harry,3.646067415730337,The Trouble with Harry,Comedy,Mystery,,,,,,,2
The Truman Show,3.7829006266786034,The Truman Show,Drama,Fantasy,,,,,,,2
The Trumpet of the Swan,3.8333333333333335,The Trumpet of the Swan,Comedy,Drama,Romance,,,,,,2
The Truth About Cats & Dogs,3.079746835443038,The Truth About Cats & Dogs,Comedy,Romance,,,,,,,2
The Truth About Cats & Dogs,3.079746835443038,The Truth About Cats & Dogs,Children,Comedy,,,,,,,2
The Truth About Charlie,2.710526315789474,The Truth About Charlie,Mystery,Thriller,,,,,,,2
The Turandot Project,3.5,The Turandot Project,Documentary,,,,,,,,2
The Turning Point,3.392857142857143,The Turning Point,Drama,Romance,,,,,,,2
The Tuxedo,2.5434782608695654,The Tuxedo,Action,Comedy,,,,,,,2
The Twelve Chairs,3.6666666666666665,The Twelve Chairs,Comedy,,,,,,,,2
The Two Jakes,3.2142857142857144,The Two Jakes,Drama,,,,,,,,2
The U.S. vs. John Lennon,3.4,The U.S. vs. John Lennon,Documentary,,,,,,,,2
The Ugly American,3.0625,The Ugly American,Drama,,,,,,,,2
The Ugly Dachshund,3.1875,The Ugly Dachshund,Children,Comedy,,,,,,,2
The Ultimate Gift,3.261904761904762,The Ultimate Gift,Drama,,,,,,,,2
The Umbrella Woman,0.5,The Umbrella Woman,Drama,,,,,,,,2
The Unbearable Lightness of Being,3.7625,The Unbearable Lightness of Being,Drama,,,,,,,,2
The Unbelievable Truth,3.923076923076923,The Unbelievable Truth,Comedy,Drama,,,,,,,2
The Undefeated,3.4375,The Undefeated,Western,,,,,,,,2
The United States of Leland,3.5365853658536586,The United States of Leland,Crime,Drama,,,,,,,2
